SK_ID_CURR,PAYMENT_RATE,EXT_SOURCE_3,EXT_SOURCE_2,EXT_SOURCE_1,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,DAYS_LAST_PHONE_CHANGE,DAYS_EMPLOYED_PERC,AMT_ANNUITY,ANNUITY_INCOME_PERC,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,INCOME_CREDIT_PERC,AMT_CREDIT,OWN_CAR_AGE,INCOME_PER_PERSON,POS_MONTHS_BALANCE_MEAN,AMT_REQ_CREDIT_BUREAU_YEAR,HOUR_APPR_PROCESS_START,AMT_INCOME_TOTAL,POS_MONTHS_BALANCE_MAX,TOTALAREA_MODE,PREV_DAYS_DECISION_MAX,CODE_GENDER,PREV_APP_CREDIT_PERC_MIN,PREV_DAYS_DECISION_MEAN,YEARS_BEGINEXPLUATATION_MODE,LIVINGAREA_MODE,PREV_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MEAN,AMT_REQ_CREDIT_BUREAU_QRT,PREV_CNT_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_AMT_ANNUITY_MIN,NAME_FAMILY_STATUS_Married,NAME_EDUCATION_TYPE_Highereducation,NAME_CONTRACT_TYPE_Cashloans,FLAG_DOCUMENT_3,Predicted
100011,0.03317592020478418,0.7517237147741489,0.2057472880073281,0.5873340468730377,-20099,0.0,-7427.0,-3514,0.0,0.0,33826.5,0.30068,913500.0,0.018634,0.11033630505781622,1019610.0,0.0,56250.0,-21.666666666666668,1.0,14,112500.0,-11.0,0.0,-1162.0,1,0.0,-1162.0,0.0,0.0,0.0,0.0,0.0,0.0,-1162.0,0.0,1,0,1,1,1.0
100012,0.05,0.0,0.7466436294590924,0.0,-14469,-2019.0,-14437.0,-3992,-1673.0,0.13953970557744141,20250.0,0.15,405000.0,0.0196889999999999,0.3333333333333333,405000.0,0.0,135000.0,-8.666666666666666,0.0,8,135000.0,-7.0,0.0,-1673.0,0,0.7899734143562476,-1673.0,0.0,0.0,3012.075,0.7899734143562476,0.0,12.0,-1673.0,3012.075,0,0,0,0,0.0
100013,0.10520245332175424,0.6109913280868294,0.6997868302051784,0.0,-20038,-4458.0,-2175.0,-3503,-856.0,0.22247729314302825,69777.0,0.34457777777777776,630000.0,0.019101,0.305308293530178,663264.0,5.0,101250.0,-66.0,4.0,14,202500.0,-66.0,0.0,-1999.0,0,1.0645888096132181,-1999.0,0.0,0.0,6538.185,1.0645888096132181,1.0,10.0,-1999.0,6538.185,1,1,1,0,1.0
100014,0.0324551724137931,0.363945238612397,0.6518623334244781,0.3197601716755032,-10197,-679.0,-4427.0,-738,-844.0,0.06658821221928019,21177.0,0.18824,652500.0,0.0228,0.1724137931034483,652500.0,0.0,37500.0,0.0,0.0,15,112500.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0
100015,0.07197452229299363,0.6528965519806539,0.5551831615131809,0.7220444501416448,-20417,0.0,-5246.0,-2512,-2396.0,0.0,10678.5,0.2779472895746926,135000.0,0.015221,0.2589502578101304,148365.0,0.0,19209.5775,0.0,2.0,7,38419.155,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1.0
100016,0.07273233166388425,0.1766525794312139,0.7150418188660659,0.4648311169632833,-13439,-2717.0,-311.0,-3227,-2370.0,0.20217278071285066,5881.5,0.08713333333333333,67500.0,0.031329,0.8347245409015025,80865.0,0.0,33750.0,-34.666666666666664,0.0,10,67500.0,-25.0,0.0612,0.0,1,0.0,0.0,0.9811,0.081,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1.0
100017,0.03153784345235762,0.7700870700124128,0.5669066132460429,0.0,-14086,-3028.0,-643.0,-4911,-4.0,0.21496521368734914,28966.5,0.12874,697500.0,0.016612,0.24497315094265668,918468.0,23.0,75000.0,-73.0,1.0,13,225000.0,-73.0,0.1417,-2441.0,0,1.034828216158878,-2441.0,0.9806,0.1456,16967.295,1.034828216158878,0.0,10.0,-2441.0,16967.295,1,0,1,1,1.0
100018,0.04236632563441886,0.0,0.6426562048311103,0.7219397686622343,-14583,-203.0,-615.0,-2056,-188.0,0.013920318178701227,32778.0,0.17342857142857143,679500.0,0.010006,0.24428688586567712,773680.5,0.0,94500.0,0.0,0.0,9,189000.0,0.0,0.3811,0.0,1,0.0,0.0,0.9985,0.3932,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1.0
100019,0.06725111084424162,0.6785676886853644,0.34663398139668,0.1156343372622997,-8728,-1157.0,-3494.0,-1368,-925.0,0.13256186984417964,20160.0,0.128,247500.0,0.020713,0.5253993034706377,299772.0,17.0,157500.0,0.0,1.0,6,157500.0,0.0,0.0,-925.0,0,0.8037226497012423,-925.0,0.0,0.0,10518.615,0.8037226497012423,0.0,12.0,-925.0,10518.615,0,0,1,0,1.0
100020,0.05131352377588415,0.0621030378372968,0.2363778398884225,0.0,-12931,-1317.0,-6392.0,-3866,-3.0,0.10184827159539092,26149.5,0.242125,387000.0,0.018634,0.21192988652920658,509602.5,0.0,54000.0,0.0,0.0,12,108000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,1,1.0
100021,0.05,0.0,0.6835133461914255,0.0,-9776,-191.0,-4143.0,-2427,-2811.0,0.019537643207855972,13500.0,0.16666666666666666,270000.0,0.010966,0.3,270000.0,0.0,27000.0,0.0,0.0,10,81000.0,0.0,0.0,-596.0,1,0.9498853586636096,-1703.5,0.0,0.0,3850.74,1.3056093459984714,0.0,6.0,-2811.0,2709.45,1,0,0,0,0.0
100022,0.05,0.5567274263630174,0.7064284028871654,0.0,-17718,-7804.0,-8751.0,-1259,-239.0,0.440456033412349,7875.0,0.07,157500.0,0.04622,0.7142857142857143,157500.0,0.0,112500.0,0.0,0.0,13,112500.0,0.0,0.0238,0.0,1,0.0,0.0,0.9881,0.0302,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0
100023,0.03225673151622341,0.4776491548517548,0.5866171400119664,0.0,-11348,-2038.0,-1021.0,-3964,-1850.0,0.17959111737751146,17563.5,0.19515,454500.0,0.015221,0.16529198829732722,544491.0,0.0,45000.0,-73.0,2.0,12,90000.0,-73.0,0.0,-1850.0,1,0.9799990337697473,-1850.0,0.0,0.0,7992.0,0.9799990337697473,0.0,16.0,-1850.0,7992.0,0,1,1,1,1.0
100024,0.05,0.0,0.113374512719927,0.5656548824667073,-18252,-4286.0,-298.0,-1800,-296.0,0.23482358097742714,21375.0,0.15833333333333333,427500.0,0.015221,0.3157894736842105,427500.0,7.0,67500.0,0.0,0.0,13,135000.0,0.0,0.053,0.0,0,0.0,0.0,0.9782,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0
100025,0.03316473500395339,0.5424451438613613,0.2337669575081463,0.4377090198475417,-14815,-1652.0,-2299.0,-2299,0.0,0.11150860614242322,37561.5,0.1854888888888889,927000.0,0.025164,0.17879634301879746,1132573.5,14.0,67500.0,0.0,4.0,9,202500.0,0.0,0.0,-63.0,1,0.8632596685082873,-1061.5,0.0,0.0,31418.82,1.225639614205244,1.0,15.0,-2060.0,7159.545,1,0,1,1,1.0
100026,0.06536722141823444,0.3589512285783967,0.457142971588935,0.0,-11146,-4306.0,-114.0,-2518,-468.0,0.38632693342903285,32521.5,0.07227,450000.0,0.020713,0.9044862518089725,497520.0,0.0,150000.0,-42.0,5.0,6,450000.0,-42.0,0.0696,-1427.0,1,1.0,-1427.0,0.9786,0.091,23608.485,1.0,0.0,6.0,-1427.0,23608.485,1,0,1,1,0.0
100027,0.09943714821763602,0.6690566947824041,0.6243047373592765,0.0,-24827,0.0,-9012.0,-3684,-795.0,0.0,23850.0,0.2864864864864865,225000.0,0.006296,0.34709193245778613,239850.0,0.0,41625.0,-9.5,3.0,12,83250.0,-9.0,0.1639999999999999,-181.0,1,0.9380863039399625,-181.0,0.9876,0.0923,22556.475,0.9380863039399625,0.0,12.0,-181.0,22556.475,1,0,1,0,1.0
100028,0.031122857142857143,0.6127042441012546,0.5096770801723647,0.5257339776824489,-13976,-1866.0,-2000.0,-4208,-1805.0,0.13351459645105895,49018.5,0.1556142857142857,1575000.0,0.026392,0.2,1575000.0,0.0,78750.0,-36.5,3.0,11,315000.0,-26.0,0.37,-1490.0,1,0.0,-1490.0,0.997,0.3827,11250.0,0.0,0.0,0.0,-1490.0,11250.0,1,0,1,1,1.0
100029,0.05132727272727273,0.5656079814115492,0.7861793090532118,0.0,-11286,-746.0,-108.0,-3729,-4.0,0.0660995924153819,12703.5,0.0941,247500.0,0.026392,0.5454545454545454,247500.0,7.0,33750.0,0.0,0.0,14,135000.0,0.0,0.0967,0.0,0,0.0,0.0,0.9861,0.1268,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1.0
100030,0.04922,0.4614823912998385,0.6514056365297631,0.5619484093041138,-19334,-3494.0,-2419.0,-2893,0.0,0.18071790627909382,11074.5,0.12305,225000.0,0.028663,0.4,225000.0,0.0,45000.0,-10.0,0.0,8,90000.0,-10.0,0.0533,-2688.0,1,1.0,-2688.6666666666665,0.9782,0.0698,3140.4600000000005,1.0,0.0,12.0,-2689.0,3140.46,1,0,1,1,1.0
100031,0.02762930717801778,0.190705947811054,0.5484771599678789,0.0,-18724,-2628.0,-6573.0,-1827,-161.0,0.1403546250801111,27076.5,0.24068,702000.0,0.018029,0.11479685548453457,979992.0,0.0,112500.0,0.0,2.0,9,112500.0,0.0,0.0085,0.0,1,0.0,0.0,0.9732,0.0083,0.0,0.0,2.0,0.0,0.0,0.0,0,0,1,1,1.0
100032,0.0728616248348745,0.6594055320683344,0.5411237022695412,0.0,-15948,-1234.0,-5782.0,-3153,-2.0,0.07737647353900176,23827.5,0.2118,270000.0,0.019101,0.34401144870101275,327024.0,0.0,37500.0,-44.0,0.0,10,112500.0,-44.0,0.0,-1497.0,0,1.6389776357827477,-1497.0,0.0,0.0,7910.145,1.6389776357827477,0.0,6.0,-1497.0,7910.145,1,0,1,1,0.0
100033,0.0729316035051781,0.524496446363472,0.6850109901296888,0.6003959050009468,-9994,-1796.0,-4668.0,-2661,-849.0,0.1797078246948169,57676.5,0.21361666666666668,675000.0,0.04622,0.3414134516899966,790830.0,1.0,270000.0,-27.0,1.0,11,270000.0,-27.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1.0
100034,0.05,0.0,0.5027790378786304,0.2979135090150507,-10341,-1010.0,-4799.0,-3015,-599.0,0.09766947103761725,9000.0,0.1,180000.0,0.030755,0.5,180000.0,0.0,90000.0,-18.0,0.0,16,90000.0,-18.0,0.1227,0.0,0,0.0,0.0,0.9831,0.1471,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0
100035,0.03693166459425853,0.4101025731788671,0.479987342189869,0.0,-15280,-2668.0,-5266.0,-3787,-1634.0,0.17460732984293192,24592.5,0.08407692307692308,477000.0,0.025164,0.43926042060874737,665892.0,0.0,146250.0,-32.0,5.0,13,292500.0,-32.0,0.0117,-124.0,1,0.8245155970867115,-1152.5,0.9697,0.0155,10463.4225,0.9726936168510232,0.0,10.0,-2073.0,5413.365,0,0,1,1,1.0
100036,0.04888744375703037,0.0,0.6273004007953609,0.2744223724911185,-11144,-1104.0,-7846.0,-2904,-397.0,0.0990667623833453,25033.5,0.22252,360000.0,0.008575,0.21969910011248595,512064.0,0.0,56250.0,0.0,5.0,12,112500.0,0.0,0.3388,-185.0,1,0.9044718261110342,-242.75,0.9901,0.2682,7730.077499999999,0.9522359130555171,2.0,18.0,-397.0,6551.415,0,0,1,1,1.0
100037,0.10498824167872649,0.7981372313187245,0.5594667916353414,0.0,-12974,-4404.0,-7123.0,-4464,-2766.0,0.3394481270232773,20893.5,0.23215,180000.0,0.010032,0.45224312590448623,199008.0,0.0,45000.0,-13.5,2.0,11,90000.0,-11.0,0.0684,0.0,1,0.0,0.0,0.9801,0.0627,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1.0
100038,0.051266187050359714,0.0,0.4256872940912229,0.202144992067999,-13040,-2191.0,-4000.0,-4262,-821.0,0.16802147239263804,32067.0,0.17815,625500.0,0.010032,0.28776978417266186,625500.0,16.0,60000.0,-26.0,0.0,5,180000.0,-26.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1.0
100039,0.05327720469565964,0.4118485559242397,0.3217448956617718,0.0,-11694,-2060.0,-3557.0,-3557,-697.0,0.17615871387036086,39069.0,0.108525,679500.0,0.015221,0.4909210292159378,733315.5,3.0,120000.0,0.0,1.0,10,360000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0,1.0
100040,0.02924,0.0,0.1724975081477771,0.0,-15997,-4585.0,-5735.0,-4067,-3019.0,0.2866162405451022,32895.0,0.24366666666666667,1125000.0,0.0196889999999999,0.12,1125000.0,0.0,67500.0,0.0,0.0,14,135000.0,0.0,0.0532,0.0,1,0.0,0.0,0.9762,0.0664,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0
100041,0.09891,0.6785676886853644,0.6631580756296298,0.0,-12158,-1275.0,-6265.0,-2009,-1285.0,0.1048692219114986,44509.5,0.39564,450000.0,0.008575,0.25,450000.0,0.0,56250.0,0.0,0.0,19,112500.0,0.0,0.0749,0.0,1,0.0,0.0,0.9861,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0
100042,0.036053905019131215,0.3927738606031339,0.6289043246811542,0.0,-18604,-12009.0,-6116.0,-2027,-1705.0,0.6455063427219953,34600.5,0.12815,810000.0,0.025164,0.2813414359666892,959688.0,10.0,135000.0,0.0,2.0,15,270000.0,0.0,0.2151,-2750.0,1,1.0264535294949781,-2750.0,0.9821,0.2311,10602.45,1.0264535294949781,1.0,10.0,-2750.0,10602.45,1,0,1,0,1.0
100043,0.03611658934750111,0.7544061731797895,0.6816988025574287,0.8427634659543568,-17199,-768.0,-63.0,-735,-2411.0,0.04465375893947322,23157.0,0.11695454545454545,553500.0,0.01885,0.3088087701690728,641173.5,0.0,49500.0,-74.0,1.0,13,198000.0,-74.0,0.0,-33.0,1,0.8632596685082873,-1222.0,0.0,0.0,15630.39,0.9681394846793023,1.0,28.0,-2411.0,5287.815,1,0,1,1,0.0
100044,0.03333663366336634,0.722392890081304,0.7197985370372056,0.8045861213121414,-21077,-1288.0,-5474.0,-4270,-1541.0,0.06110926602457655,15151.5,0.1247037037037037,454500.0,0.030755,0.26732673267326734,454500.0,0.0,60750.0,0.0,0.0,10,121500.0,0.0,0.0,-384.0,0,0.9001826084720044,-1371.5,0.0,0.0,15764.017500000002,0.9777834682408588,0.0,15.0,-2359.0,8565.705,1,0,1,1,0.0
100045,0.07011828935395814,0.7517237147741489,0.6507647995068742,0.0,-23920,0.0,-9817.0,-4969,0.0,0.0,17338.5,0.17513636363636365,225000.0,0.006207,0.40036396724294815,247275.0,0.0,49500.0,-55.666666666666664,2.0,11,99000.0,-38.0,0.0786,0.0,1,0.0,0.0,0.9851,0.096,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1.0
100046,0.05,0.6058362647264226,0.7380532835697358,0.0,-16126,-1761.0,-8236.0,-4292,-540.0,0.10920253007565422,27000.0,0.15,540000.0,0.025164,0.3333333333333333,540000.0,3.0,90000.0,-8.333333333333334,1.0,8,180000.0,-4.0,0.0734,0.0,0,0.0,0.0,0.9831,0.0804,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1.0
100047,0.029347006484693107,0.3201633668633456,0.306840586048305,0.0,-17482,-1262.0,-1182.0,-1029,-1075.0,0.0721885367806887,35028.0,0.17297777777777779,855000.0,0.025164,0.1696576685266174,1193580.0,0.0,101250.0,-40.0,4.0,9,202500.0,-40.0,0.1463,-1172.0,0,0.0,-1319.5,0.996,0.132,16808.85,0.5,0.0,12.0,-1467.0,11117.7,1,0,1,1,1.0
100048,0.048325586938386365,0.0,0.0373152355612163,0.0,-16971,-475.0,-3148.0,-513,-458.0,0.027988922279182135,29196.0,0.14417777777777777,540000.0,0.009175,0.33518055058991775,604152.0,0.0,101250.0,0.0,5.0,12,202500.0,0.0,0.0,-457.0,1,0.0,-457.0,0.0,0.0,0.0,0.0,0.0,0.0,-457.0,0.0,1,0,1,1,1.0
100049,0.056282518615446926,0.3996756156233169,0.6742032101473874,0.4682080567974757,-13384,-3597.0,-45.0,-4409,-1480.0,0.268753735803945,16258.5,0.12043333333333334,238500.0,0.007305,0.46733339564445275,288873.0,0.0,67500.0,-39.0,2.0,11,135000.0,-39.0,0.0,-1480.0,1,0.8060434166030326,-1480.0,0.0,0.0,5791.725,0.8060434166030326,0.0,10.0,-1480.0,5791.725,0,0,1,1,1.0
100050,0.05757959479015919,0.6848276586890367,0.7661378050275851,0.0,-23548,0.0,-5745.0,-4576,-491.0,0.0,42970.5,0.397875,675000.0,0.010966,0.1447178002894356,746280.0,0.0,108000.0,0.0,3.0,9,108000.0,0.0,0.1903,0.0,1,0.0,0.0,0.9851,0.2202,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.0
100051,0.07296405862151042,0.0,0.6315186311742824,0.0,-9827,-758.0,-4166.0,-2380,-556.0,0.07713442556222652,48280.5,0.23842222222222223,598500.0,0.007114,0.3060287667040702,661702.5,0.0,101250.0,0.0,0.0,12,202500.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1.0
100052,0.05,0.0,0.535542260363498,0.0,-7974,-895.0,-6591.0,-642,-462.0,0.11223977928266868,9000.0,0.1,180000.0,0.009334,0.5,180000.0,0.0,30000.0,0.0,0.0,10,90000.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0
100053,0.057823580580005016,0.475849908720221,0.2476647173356162,0.0,-20373,0.0,-7760.0,-1993,-649.0,0.0,17649.0,0.08715555555555556,252000.0,0.0196889999999999,0.663452607368747,305221.5,0.0,202500.0,-7.0,4.0,8,202500.0,-2.0,0.0,-350.0,1,0.0,-499.5,0.0,0.0,19443.3525,0.3689492325855962,2.0,12.0,-649.0,9636.705,0,0,1,1,1.0
100054,0.10296961325966851,0.7281412993111438,0.0892406534424171,0.0,-20121,-5332.0,-9197.0,-3283,-1247.0,0.26499676954425727,26838.0,0.2710909090909091,225000.0,0.022625,0.3798342541436464,260640.0,0.0,49500.0,-40.0,2.0,16,99000.0,-40.0,0.0,-847.0,1,1.0,-1047.0,0.0,0.0,7586.235000000001,1.0555555555555556,0.0,12.0,-1247.0,6582.87,1,0,1,1,1.0
100055,0.027596666666666665,0.4668640059537032,0.5891866296961207,0.7104273289168539,-19727,-4411.0,-6225.0,-3199,-784.0,0.22360216961524815,37255.5,0.28548275862068967,1350000.0,0.020713,0.09666666666666666,1350000.0,0.0,65250.0,0.0,0.0,10,130500.0,0.0,0.0,-784.0,1,1.005006206040546,-784.0,0.0,0.0,11150.595,1.005006206040546,0.0,12.0,-784.0,11150.595,1,0,1,1,1.0
100056,0.033134437117737,0.0,0.5239340474953537,0.0,-18264,-9523.0,-5504.0,-1797,-1498.0,0.5214082347787998,49927.5,0.1386875,1350000.0,0.010006,0.23891437308868502,1506816.0,3.0,180000.0,0.0,0.0,10,360000.0,0.0,0.0,-2620.0,0,0.9478672985781991,-2724.0,0.0,0.0,15503.220000000001,1.0294892048446551,0.0,17.0,-2828.0,13502.385,1,0,1,1,1.0
100057,0.04430402567199697,0.6512602186973006,0.57108420610083,0.7608510178380521,-16685,-2580.0,-10125.0,-241,-1182.0,0.1546299071021876,22117.5,0.122875,373500.0,0.0228,0.36056175521462436,499221.0,3.0,45000.0,0.0,1.0,9,180000.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1.0
100058,0.05,0.4794489811780563,0.4508497225560816,0.6562248044601879,-12406,-1176.0,-1149.0,-2576,0.0,0.09479284217314203,6750.0,0.125,135000.0,0.0145199999999999,0.4,135000.0,0.0,27000.0,0.0,0.0,9,54000.0,0.0,0.0403,0.0,1,0.0,0.0,0.998,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1.0
100059,0.05125333333333333,0.3092753558842053,0.7133545848531052,0.3115099249880457,-18632,-6977.0,-3904.0,-1937,-1285.0,0.37446328896522113,34596.0,0.06406666666666666,675000.0,0.026392,0.8,675000.0,7.0,180000.0,-9.5,3.0,10,540000.0,-9.0,0.5149,-326.0,0,1.0,-1655.3333333333333,0.9811,0.6124,10341.585000000001,1.2147467080017476,0.0,19.666666666666668,-2808.0,4813.245,1,1,1,1,0.0
100060,0.03225742574257426,0.7992967832109371,0.705947456699447,0.2445616325354615,-12282,-778.0,-1824.0,-1992,-466.0,0.06334473212831786,14661.0,0.19164705882352942,454500.0,0.028663,0.16831683168316833,454500.0,13.0,38250.0,-11.0,0.0,10,76500.0,-11.0,0.0139,0.0,0,0.0,0.0,0.9806,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,1.0
100061,0.05146869178965468,0.7016957740576931,0.7029791046049891,0.1895957995501827,-10473,-1392.0,-2025.0,-1240,-570.0,0.13291320538527643,16164.0,0.07184,238500.0,0.006629,0.7164350193437455,314055.0,0.0,56250.0,-14.0,5.0,3,225000.0,-2.0,0.0,-1573.0,1,0.8794466403162056,-1573.0,0.0,0.0,6006.285,0.8794466403162056,0.0,12.0,-1573.0,6006.285,1,1,1,1,1.0
100062,0.048106666666666666,0.7380196196295241,0.6628649268152181,0.0,-18611,0.0,-6936.0,-2142,-462.0,0.0,32472.0,0.4008888888888889,675000.0,0.010006,0.12,675000.0,8.0,40500.0,0.0,2.0,17,81000.0,0.0,0.2048,-295.0,0,1.0,-295.0,0.9846,0.0,29745.0,1.0,0.0,48.0,-295.0,29745.0,1,0,1,1,0.0
